Date,Open,High,Low,Close,Adj Close,MA_10,MA_50,MA_200,MACD,BB_High,BB_Low,BB_Width,ATR,Bull_Power,Bear_Power
2003-09-17,1.3667000532150269,1.3703999519348145,1.3636000156402588,1.3667000532150269,1.3667000532150269,1.3539200186729432,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.368598776179381,1.3189612337769787,0.03751325791614113,0.0,-0.006348037719726474,-0.017148041725158603
2003-09-18,1.3660000562667847,1.368499994277954,1.3596999645233154,1.3615000247955322,1.3615000247955322,1.3539200186729432,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.368598776179381,1.3189612337769787,0.03751325791614113,0.0,-0.006348037719726474,-0.017148041725158603
2003-09-19,1.3619999885559082,1.3630000352859497,1.3457000255584717,1.3472000360488892,1.3472000360488892,1.3539200186729432,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.368598776179381,1.3189612337769787,0.03751325791614113,0.0,-0.006348037719726474,-0.017148041725158603
2003-09-22,1.3413000106811523,1.355299949645996,1.3365000486373901,1.354200005531311,1.354200005531311,1.3539200186729432,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.368598776179381,1.3189612337769787,0.03751325791614113,0.0,-0.006348037719726474,-0.017148041725158603
2003-09-23,1.3549000024795532,1.357699990272522,1.3458000421524048,1.3551000356674194,1.3551000356674194,1.3539200186729432,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.368598776179381,1.3189612337769787,0.03751325791614113,0.0,-0.006348037719726474,-0.017148041725158603
2003-09-24,1.3547999858856201,1.3595000505447388,1.3482999801635742,1.350100040435791,1.350100040435791,1.3539200186729432,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.368598776179381,1.3189612337769787,0.03751325791614113,0.0,-0.006348037719726474,-0.017148041725158603
2003-09-25,1.3504999876022339,1.3521000146865845,1.3451000452041626,1.3494999408721924,1.3494999408721924,1.3539200186729432,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.368598776179381,1.3189612337769787,0.03751325791614113,0.0,-0.006348037719726474,-0.017148041725158603
2003-09-26,1.3493000268936157,1.3574999570846558,1.3482999801635742,1.3528000116348267,1.3528000116348267,1.3539200186729432,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.368598776179381,1.3189612337769787,0.03751325791614113,0.0,-0.006348037719726474,-0.017148041725158603
2003-09-29,1.3535000085830688,1.363800048828125,1.3497999906539917,1.3518999814987183,1.3518999814987183,1.3539200186729432,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.368598776179381,1.3189612337769787,0.03751325791614113,0.0,-0.006348037719726474,-0.017148041725158603
2003-09-30,1.3522000312805176,1.355299949645996,1.3423999547958374,1.3502000570297241,1.3502000570297241,1.3539200186729432,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.368598776179381,1.3189612337769787,0.03751325791614113,0.0,-0.006348037719726474,-0.017148041725158603
2003-10-01,1.3496999740600586,1.351199984550476,1.343000054359436,1.3451000452041626,1.3451000452041626,1.3517600178718567,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.368598776179381,1.3189612337769787,0.03751325791614113,0.0,-0.006348037719726474,-0.017148041725158603
2003-10-02,1.3449000120162964,1.3513000011444092,1.3375999927520752,1.3401999473571777,1.3401999473571777,1.3496300101280212,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.368598776179381,1.3189612337769787,0.03751325791614113,0.0,-0.006348037719726474,-0.017148041725158603
2003-10-03,1.3396999835968018,1.3481999635696411,1.336899995803833,1.3430999517440796,1.3430999517440796,1.3492200016975402,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.368598776179381,1.3189612337769787,0.03751325791614113,0.0,-0.006348037719726474,-0.017148041725158603
2003-10-06,1.346500039100647,1.3481999635696411,1.3387000560760498,1.3389999866485596,1.3389999866485596,1.3476999998092651,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.368598776179381,1.3189612337769787,0.03751325791614113,0.011471407754080636,-0.006348037719726474,-0.017148041725158603
2003-10-07,1.3394999504089355,1.341599941253662,1.3272000551223755,1.3312000036239624,1.3312000036239624,1.3453099966049193,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.368598776179381,1.3189612337769787,0.03751325791614113,0.01168058478102392,-0.006348037719726474,-0.017148041725158603
2003-10-08,1.3312000036239624,1.3350000381469727,1.3253999948501587,1.3322999477386475,1.3322999477386475,1.3435299873352051,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.368598776179381,1.3189612337769787,0.03751325791614113,0.011531974675008922,-0.006348037719726474,-0.017148041725158603
2003-10-09,1.332200050354004,1.3416999578475952,1.3279000520706177,1.3382999897003174,1.3382999897003174,1.3424099922180175,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.368598776179381,1.3189612337769787,0.03751325791614113,0.011693969753720968,-0.006348037719726474,-0.017148041725158603
2003-10-10,1.3384000062942505,1.3395999670028687,1.3184000253677368,1.32260000705719,1.32260000705719,1.3393899917602539,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.368598776179381,1.3189612337769787,0.03751325791614113,0.012372967745250317,-0.006348037719726474,-0.017148041725158603
2003-10-13,1.319200038909912,1.3259999752044678,1.3179999589920044,1.3214000463485718,1.3214000463485718,1.3363399982452393,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.368598776179381,1.3189612337769787,0.03751325791614113,0.012060614064336964,-0.006348037719726474,-0.017148041725158603
2003-10-14,1.3221999406814575,1.3314000368118286,1.3205000162124634,1.323199987411499,1.323199987411499,1.3336399912834167,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.368598776179381,1.3189612337769787,0.03751325791614113,0.011977714531124697,-0.006348037719726474,-0.017148041725158603
2003-10-15,1.3212000131607056,1.3305000066757202,1.3212000131607056,1.3276000022888184,1.3276000022888184,1.3318899869918823,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.365233890472161,1.3184161143915778,0.03526497137682143,0.011786448744259692,-0.006348037719726474,-0.017148041725158603
2003-10-16,1.3276000022888184,1.330199956893921,1.3121999502182007,1.31850004196167,1.31850004196167,1.3297199964523316,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.3633578137068252,1.3159921928735274,0.035923867520570564,0.012230274310792585,-0.006348037719726474,-0.017148041725158603
2003-10-17,1.3184000253677368,1.3228000402450562,1.3113000392913818,1.3135000467300415,1.3135000467300415,1.3267600059509277,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.363974981465384,1.312005026183084,0.039566009465838464,0.012178111928141281,-0.006348037719726474,-0.017148041725158603
2003-10-20,1.315500020980835,1.3219000101089478,1.313599944114685,1.319100022315979,1.319100022315979,1.3247700095176698,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.3623446278702787,1.3101253814566562,0.03958702564642497,0.011908244174624494,-0.006348037719726474,-0.017148041725158603
2003-10-21,1.319200038909912,1.3250000476837158,1.312999963760376,1.3174999952316284,1.3174999952316284,1.3234000086784363,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.3601735430791257,1.3085364622042301,0.0391932304074258,0.01191480415667559,-0.006348037719726474,-0.017148041725158603
2003-10-22,1.3176000118255615,1.3181999921798706,1.301900029182434,1.3034000396728516,1.3034000396728516,1.3205100178718567,1.3258480072021483,1.3311330008506774,-0.011772302369868148,1.3600708284926237,1.3039691767144381,0.04304254263508148,0.012228029788158514,-0.006348037719726474,-0.017148041725158603
2003-10-23,1.3035000562667847,1.3111000061035156,1.3009999990463257,1.3056000471115112,1.3056000471115112,1.317240023612976,1.3258480072021483,1.3311330008506774,-0.012228959573311826,1.3589122901467918,1.3007377256842017,0.044557722398444036,0.012076028164517902,-0.006348037719726474,-0.017148041725158603
2003-10-24,1.305799961090088,1.30840003490448,1.3027000427246094,1.305899977684021,1.305899977684021,1.315570020675659,1.3258480072021483,1.3311330008506774,-0.012423451985344558,1.3563414876576176,1.2986185247782955,0.044201672307011025,0.011620597022757381,-0.006348037719726474,-0.017148041725158603
2003-10-27,1.3075000047683716,1.3131999969482422,1.3055000305175781,1.3108999729156494,1.3108999729156494,1.314520013332367,1.3258480072021483,1.3311330008506774,-0.012035394261361798,1.3528505740938601,1.298009437483746,0.04183472251367787,0.011340551980465002,-0.006348037719726474,-0.017148041725158603
