Date,Open,High,Low,Close,Adj Close,MA_10,MA_50,MA_200,BB_High,BB_Low,ATR
2003-12-01,1.5615999698638916,1.5666999816894531,1.5542000532150269,1.5595999956130981,1.5595999956130981,1.5875699877738954,1.628962001800537,1.6308434975147248,1.6699289241131423,1.554831071824205,0.0
2003-12-02,1.5598000288009644,1.5707999467849731,1.559000015258789,1.5670000314712524,1.5670000314712524,1.5875699877738954,1.628962001800537,1.6308434975147248,1.6699289241131423,1.554831071824205,0.0
2003-12-03,1.566499948501587,1.576200008392334,1.5648000240325928,1.5758999586105347,1.5758999586105347,1.5875699877738954,1.628962001800537,1.6308434975147248,1.6699289241131423,1.554831071824205,0.0
2003-12-04,1.5753999948501587,1.59089994430542,1.569000005722046,1.582900047302246,1.582900047302246,1.5875699877738954,1.628962001800537,1.6308434975147248,1.6699289241131423,1.554831071824205,0.0
2003-12-05,1.583299994468689,1.5886000394821167,1.5751999616622925,1.5875999927520752,1.5875999927520752,1.5875699877738954,1.628962001800537,1.6308434975147248,1.6699289241131423,1.554831071824205,0.0
2003-12-08,1.5877000093460083,1.5938999652862549,1.5827000141143799,1.5845999717712402,1.5845999717712402,1.5875699877738954,1.628962001800537,1.6308434975147248,1.6699289241131423,1.554831071824205,0.0
2003-12-09,1.5850000381469727,1.603600025177002,1.5841000080108643,1.6003999710083008,1.6003999710083008,1.5875699877738954,1.628962001800537,1.6308434975147248,1.6699289241131423,1.554831071824205,0.0
2003-12-10,1.6002999544143677,1.6044000387191772,1.5915000438690186,1.5951999425888062,1.5951999425888062,1.5875699877738954,1.628962001800537,1.6308434975147248,1.6699289241131423,1.554831071824205,0.0
2003-12-11,1.5956000089645386,1.6150000095367432,1.592900037765503,1.6086000204086304,1.6086000204086304,1.5875699877738954,1.628962001800537,1.6308434975147248,1.6699289241131423,1.554831071824205,0.0
2003-12-12,1.6087000370025635,1.6207000017166138,1.6032999753952026,1.6138999462127686,1.6138999462127686,1.5875699877738954,1.628962001800537,1.6308434975147248,1.6699289241131423,1.554831071824205,0.0
2003-12-15,1.6121000051498413,1.6188000440597534,1.606600046157837,1.6167000532150269,1.6167000532150269,1.5932799935340882,1.628962001800537,1.6308434975147248,1.6699289241131423,1.554831071824205,0.0
2003-12-16,1.6145999431610107,1.6374000310897827,1.6145999431610107,1.6342999935150146,1.6342999935150146,1.6000099897384643,1.628962001800537,1.6308434975147248,1.6699289241131423,1.554831071824205,0.0
2003-12-17,1.6339999437332153,1.6470999717712402,1.6333999633789062,1.6449999809265137,1.6449999809265137,1.6069199919700623,1.628962001800537,1.6308434975147248,1.6699289241131423,1.554831071824205,0.0
2003-12-18,1.6448999643325806,1.6548999547958374,1.6425000429153442,1.6541999578475952,1.6541999578475952,1.6140499830245971,1.628962001800537,1.6308434975147248,1.6699289241131423,1.554831071824205,0.015371416296277727
2003-12-19,1.6542999744415283,1.6614999771118164,1.6503000259399414,1.6533000469207764,1.6533000469207764,1.6206199884414674,1.628962001800537,1.6308434975147248,1.6699289241131423,1.554831071824205,0.015073454501677533
2003-12-22,1.6512999534606934,1.6638000011444092,1.648300051689148,1.649399995803833,1.649399995803833,1.6270999908447266,1.628962001800537,1.6308434975147248,1.6699289241131423,1.554831071824205,0.01510391842693351
2003-12-23,1.649399995803833,1.65339994430542,1.6146999597549438,1.6380000114440918,1.6380000114440918,1.6308599948883056,1.628962001800537,1.6308434975147248,1.6699289241131423,1.554831071824205,0.016789351721472265
2003-12-24,1.6375999450683594,1.6407999992370605,1.625499963760376,1.6273000240325928,1.6273000240325928,1.6340700030326842,1.628962001800537,1.6308434975147248,1.6699289241131423,1.554831071824205,0.016682971989701718
2003-12-25,1.627500057220459,1.6365000009536743,1.6269999742507935,1.6298999786376953,1.6298999786376953,1.6361999988555909,1.628962001800537,1.6308434975147248,1.6699289241131423,1.554831071824205,0.016169904469214513
2003-12-26,1.6299999952316284,1.6327999830245972,1.6226999759674072,1.6238000392913818,1.6238000392913818,1.637190008163452,1.628962001800537,1.6308434975147248,1.6699289241131423,1.554831071824205,0.015736340368355615
2003-12-29,1.6297999620437622,1.638200044631958,1.6295000314712524,1.6341999769210815,1.6341999769210815,1.6389400005340575,1.628962001800537,1.6308434975147248,1.668971172719407,1.5632488213487388,0.01564088786637137
2003-12-30,1.6342999935150146,1.6399999856948853,1.6196999549865723,1.6238000392913818,1.6238000392913818,1.6378900051116942,1.628962001800537,1.6308434975147248,1.6668197278653027,1.571080266984856,0.015973683783652912
2003-12-31,1.6237000226974487,1.6347999572753906,1.6210999488830566,1.6330000162124634,1.6330000162124634,1.6366900086402894,1.628962001800537,1.6308434975147248,1.6657108810483818,1.5778991195619698,0.015811278398558705
2004-01-01,1.632699966430664,1.6327999830245972,1.6126999855041504,1.6283999681472778,1.6283999681472778,1.6341100096702577,1.628962001800537,1.6308434975147248,1.6642422122026712,1.5839177804921833,0.016131903563541154
2004-01-02,1.6283999681472778,1.632200002670288,1.6196000576019287,1.6233999729156494,1.6233999729156494,1.631120002269745,1.628962001800537,1.6308434975147248,1.6623956240362499,1.5893443666749625,0.015879620813885314
2004-01-05,1.625100016593933,1.6325000524520874,1.617900013923645,1.624400019645691,1.624400019645691,1.6286200046539308,1.628962001800537,1.6308434975147248,1.6591341133850248,1.5965858821136325,0.01578822207921082
2004-01-06,1.6246000528335571,1.641800045967102,1.6216000318527222,1.6361000537872314,1.6361000537872314,1.6284300088882446,1.628962001800537,1.6308434975147248,1.6584216320014176,1.6008683717751326,0.016103350081722895
2004-01-07,1.6361000537872314,1.6390000581741333,1.6262999773025513,1.62909996509552,1.62909996509552,1.6286100029945374,1.628962001800537,1.6308434975147248,1.6554100947542205,1.6072699112730013,0.01586025942385569
2004-01-08,1.6295000314712524,1.6345000267028809,1.6232000589370728,1.6331000328063965,1.6331000328063965,1.6289300084114076,1.628962001800537,1.6308434975147248,1.6542575136202615,1.6108724936467367,0.015534524305423722
2004-01-09,1.6330000162124634,1.6368999481201172,1.6253000497817993,1.6297999620437622,1.6297999620437622,1.6295300006866456,1.628962001800537,1.6308434975147248,1.6533572317775167,1.6133627770725811,0.015253479593487591
2004-01-12,1.6333999633789062,1.6376999616622925,1.6239999532699585,1.6252000331878662,1.6252000331878662,1.6286300063133239,1.628962001800537,1.6308434975147248,1.6526787282138204,1.614891278633561,0.015142517364833763
2004-01-13,1.625599980354309,1.6309000253677368,1.6186000108718872,1.624899983406067,1.624899983406067,1.6287400007247925,1.628962001800537,1.6308434975147248,1.6525977648503052,1.6140322409861818,0.01493948144562061
2004-01-14,1.6246999502182007,1.6403000354766846,1.6126999855041504,1.631500005722046,1.631500005722046,1.6285899996757507,1.628962001800537,1.6308434975147248,1.6511698048902743,1.6141102034257657,0.01584380776897158
2004-01-15,1.631700038909912,1.6368000507354736,1.6262999773025513,1.6313999891281128,1.6313999891281128,1.6288900017738341,1.628962001800537,1.6308434975147248,1.6471683284234877,1.615831683020604,0.015462112459253777
2004-01-16,1.6318999528884888,1.6328999996185303,1.6057000160217285,1.6075999736785889,1.6075999736785889,1.627310001850128,1.628962001800537,1.6308434975147248,1.6448292684985337,1.6136007356213393,0.01630053182622149
2004-01-19,1.6089999675750732,1.6150000095367432,1.605299949645996,1.6073999404907227,1.6073999404907227,1.6256099939346313,1.628962001800537,1.6308434975147248,1.6426023443772175,1.6116276542113446,0.015829069545116176
2004-01-20,1.607699990272522,1.6265000104904175,1.607100009918213,1.6253999471664429,1.6253999471664429,1.6245399832725524,1.628962001800537,1.6308434975147248,1.6411533915066165,1.6118166006541808,0.016084136047051063
2004-01-21,1.625,1.646299958229065,1.6222000122070312,1.6452000141143799,1.6452000141143799,1.6261499881744386,1.628962001800537,1.6308434975147248,1.6441691365339373,1.6105908546350385,0.016656693902406965
2004-01-22,1.6450999975204468,1.6541999578475952,1.6434999704360962,1.6468000411987305,1.6468000411987305,1.6275199890136718,1.628962001800537,1.6308434975147248,1.6470179948570869,1.6094320025679925,0.016231214867342112
2004-01-23,1.6467000246047974,1.6698999404907227,1.6452000141143799,1.6523000001907349,1.6523000001907349,1.629769992828369,1.628962001800537,1.6308434975147248,1.6510289422982853,1.6082710512167293,0.01683612283227073
2004-01-26,1.6526999473571777,1.65339994430542,1.6354999542236328,1.6389000415802002,1.6389000415802002,1.6311399936676025,1.628962001800537,1.6308434975147248,1.651560114945271,1.6082098850356554,0.01691211335009333
2004-01-27,1.638100028038025,1.6517000198364258,1.6328999996185303,1.6503000259399414,1.6503000259399414,1.63367999792099,1.628962001800537,1.6308434975147248,1.6544207171692242,1.6079992814765582,0.017046963840650627
2004-01-28,1.6503000259399414,1.669700026512146,1.6437000036239624,1.6497000455856323,1.6497000455856323,1.6355000019073487,1.628962001800537,1.6308434975147248,1.6566149833556074,1.607475018227492,0.01768646805833155
2004-01-29,1.6491999626159668,1.6638000011444092,1.6482000350952148,1.6502000093460083,1.6502000093460083,1.6373800039291382,1.628962001800537,1.6308434975147248,1.658868157336748,1.6074018483662242,0.017537432200536034
2004-01-30,1.6503000259399414,1.6612999439239502,1.6444000005722046,1.6507999897003174,1.6507999897003174,1.6417000055313111,1.628962001800537,1.6308434975147248,1.660927415031623,1.6080825923498163,0.01749189728276529
2004-02-02,1.6535999774932861,1.6648999452590942,1.6497999429702759,1.6612000465393066,1.6612000465393066,1.6470800161361694,1.628962001800537,1.6308434975147248,1.6647475458249443,1.6079424642458566,0.01732104764034051
2004-02-03,1.6715999841690063,1.6829999685287476,1.6676000356674194,1.676300048828125,1.676300048828125,1.6521700263023376,1.628962001800537,1.6308434975147248,1.6716688612433062,1.605041148331584,0.017640967236704823
2004-02-04,1.6763999462127686,1.6829999685287476,1.6676000356674194,1.6719000339508057,1.6719000339508057,1.6548400282859803,1.628962001800537,1.6308434975147248,1.6765424383382748,1.6044475781221441,0.017480893352749344
2004-02-05,1.6715999841690063,1.6836999654769897,1.6704000234603882,1.680899977684021,1.680899977684021,1.6582500219345093,1.628962001800537,1.6308434975147248,1.6827866852520363,1.602983325696145,0.01718225397159593
2004-02-06,1.6805000305175781,1.690000057220459,1.6722999811172485,1.677299976348877,1.677299976348877,1.6607500195503235,1.628962001800537,1.6308434975147248,1.6873577009868006,1.603162311391892,0.017219241266711253
2004-02-09,1.680999994277954,1.690600037574768,1.6800999641418457,1.6851999759674072,1.6851999759674072,1.6653800129890441,1.6314740014076232,1.6308434975147248,1.6926984518806139,1.603821554776033,0.0169392998352241
2004-02-10,1.6852999925613403,1.6943999528884888,1.6818000078201294,1.6875,1.6875,1.66910001039505,1.6338840007781983,1.6308434975147248,1.6975896302448612,1.605190378071179,0.01662934592330519
2004-02-11,1.687399983406067,1.6930999755859375,1.6829999685287476,1.6871000528335571,1.6871000528335571,1.6728400111198425,1.6361080026626587,1.6308434975147248,1.7019131830512026,1.6064268299759885,0.016162964575725528
2004-02-12,1.687000036239624,1.6931999921798706,1.6855000257492065,1.690000057220459,1.690000057220459,1.6768200159072877,1.638250002861023,1.6308434975147248,1.7060707664416837,1.6081292533947422,0.015558464708221139
2004-02-13,1.690000057220459,1.694599986076355,1.6726000308990479,1.6749999523162842,1.6749999523162842,1.6792400121688842,1.639998002052307,1.6308434975147248,1.7043646360076832,1.6165753816925121,0.016018571170298708
2004-02-16,1.676900029182434,1.683500051498413,1.6730999946594238,1.680400013923645,1.680400013923645,1.6811600089073182,1.6419140028953552,1.6308434975147248,1.7013973887089684,1.626842636334519,0.015617248718062318
2004-02-17,1.6806999444961548,1.6871999502182007,1.6764999628067017,1.683899998664856,1.683899998664856,1.6819200038909912,1.6435840034484863,1.6308434975147248,1.700716681127487,1.633373349065842,0.01526601576759351
2004-02-18,1.684999942779541,1.69350004196167,1.6766999959945679,1.6835999488830566,1.6835999488830566,1.6830899953842162,1.6453520035743714,1.6308434975147248,1.7018041332657945,1.636125890404402,0.015375589353272693
2004-02-19,1.6836999654769897,1.6964000463485718,1.6787999868392944,1.6934000253677368,1.6934000253677368,1.684340000152588,1.6470480036735535,1.6308434975147248,1.7041256233390922,1.6384643987480048,0.015534480078701595
2004-02-20,1.6938999891281128,1.6958999633789062,1.6713000535964966,1.6739000082015991,1.6739000082015991,1.6840000033378602,1.6482480049133301,1.6308434975147248,1.7040353749103976,1.640714647977786,0.016182010771823598
2004-02-23,1.6721999645233154,1.6864999532699585,1.6683000326156616,1.6782000064849854,1.6782000064849854,1.683300006389618,1.6494780039787293,1.6308434975147248,1.702081767643199,1.6465982517354631,0.01632614719200026
2004-02-24,1.677899956703186,1.687600016593933,1.67330002784729,1.6837999820709229,1.6837999820709229,1.6829300045967102,1.6504680037498474,1.6308434975147248,1.7017190288840036,1.6503109861077567,0.01618142158876046
2004-02-25,1.683899998664856,1.687399983406067,1.6651999950408936,1.669700026512146,1.669700026512146,1.6811900019645691,1.65096200466156,1.6308434975147248,1.6999535565410162,1.6540764565433954,0.016611319215647093
2004-02-26,1.6691999435424805,1.6747000217437744,1.6615999937057495,1.6718000173568726,1.6718000173568726,1.6793699979782104,1.6513140058517457,1.6308434975147248,1.6976690172651492,1.6585209966203487,0.016360512702959792
2004-02-27,1.6717000007629395,1.6800999641418457,1.6651999950408936,1.6663999557495117,1.6663999557495117,1.6785099983215332,1.6515760040283203,1.6308434975147248,1.6949703319558918,1.662779678534526,0.016256188159959245
2004-03-01,1.6725000143051147,1.6734000444412231,1.6627999544143677,1.6642999649047852,1.6642999649047852,1.6768999934196471,1.6518740034103394,1.6308434975147248,1.6944886225159455,1.6635713798110199,0.01585218115045183
2004-03-02,1.664199948310852,1.6684000492095947,1.638100028038025,1.6394000053405762,1.6394000053405762,1.6724499940872193,1.651902003288269,1.6308434975147248,1.700379171271363,1.6539908267068475,0.016884169723388832
2004-03-03,1.6390000581741333,1.648800015449524,1.621899962425232,1.634600043296814,1.634600043296814,1.667550003528595,1.6520480036735534,1.6308434975147248,1.7050044441034402,1.645635554809371,0.01759958995916763
2004-03-04,1.634600043296814,1.6403000354766846,1.6229000091552734,1.6272000074386597,1.6272000074386597,1.6609300017356872,1.6519940042495727,1.6308434975147248,1.7088179925411962,1.636452009347079,0.017585335413613592
2004-03-05,1.6266000270843506,1.6376999616622925,1.623900055885315,1.6332999467849731,1.6332999467849731,1.6568699955940247,1.6521840023994445,1.6308434975147248,1.710371771405248,1.6304982275266369,0.017314947582425303
