Actual,Predicted
1.3630000352859497,1.3652008243092928
1.3643800020217896,1.3504543183404925
0.9837999939918518,0.9665235433354094
1.1672999858856201,1.1565305735991085
1.3821899890899658,1.3729266845458814
1.0409300327301025,1.0380460688800692
1.3022300004959106,1.3021413950144518
1.3914999961853027,1.3821157732644125
1.3308000564575195,1.3242408812762596
1.3427200317382812,1.3425794775160478
1.2172000408172607,1.2188425709395951
1.2699899673461914,1.2680526928042692
1.3187099695205688,1.310938142569285
1.1967999935150146,1.1839728312120834
1.0467000007629395,1.0447417176496954
1.2392699718475342,1.233663797507309
1.2506999969482422,1.2420204293065045
1.0128999948501587,1.0097149014609585
1.0594600439071655,1.0542304860302758
1.2522000074386597,1.2417778862343545
1.3158999681472778,1.309867170464713
1.033400058746338,1.0321449967962653
1.2345199584960938,1.2258886185711164
1.2137000560760498,1.2090275781971696
0.9495999813079834,0.9504639833815873
1.152500033378601,1.1450903450546839
1.125100016593933,1.1229149971063324
1.1087000370025635,1.1029852182297697
1.3268500566482544,1.317323098971457
0.9627000093460083,0.9553719950561717
1.2665300369262695,1.260914653828155
1.0527000427246094,1.0428357200885365
1.0163999795913696,1.0028085072030644
1.2894999980926514,1.278804332982752
1.0853999853134155,1.0797087151435787
0.9940000176429749,0.9841738000677274
1.135759949684143,1.1258862361471724
1.018399953842163,1.0124613493751837
1.3610399961471558,1.3516107756741784
1.0694999694824219,1.0811658633134689
1.1815999746322632,1.1642561173550716
1.2723699808120728,1.2672514580765892
1.148110032081604,1.140190467754089
1.2382999658584595,1.2400720257526558
1.3190300464630127,1.3054974069697176
1.2273999452590942,1.2218483624594105
1.2242000102996826,1.218090226393792
1.2482199668884277,1.2412004414828028
1.3335000276565552,1.326591431309791
1.1627000570297241,1.1369191027071976
1.2532999515533447,1.2481933555742848
1.3883099555969238,1.3805599826166295
1.2853000164031982,1.2815984280541717
1.0390000343322754,1.0231211882671192
1.1589000225067139,1.1549382608245715
1.1038700342178345,1.0917414005830721
1.2658499479293823,1.2584801918349953
1.3116099834442139,1.292581012426575
0.9567000269889832,0.9568414336106285
1.0898200273513794,1.0853023976454894
1.0075000524520874,0.9973228920696026
0.9883999824523926,0.9853182005702279
1.3076599836349487,1.3093355505308173
1.2091000080108643,1.214702155302353
0.9559000134468079,0.9481887074269795
1.2954000234603882,1.2943421753945694
1.3882999420166016,1.3715694071925104
0.9995099902153015,0.9980882648968264
1.3705699443817139,1.3699382178287205
1.0255000591278076,1.0153313069948882
1.4474999904632568,1.435250010244418
1.3584599494934082,1.3539886965650698
1.0657000541687012,1.0678330219268166
1.2609000205993652,1.2521646999670255
1.2466000318527222,1.2389218772576007
1.3180999755859375,1.3079455139910503
1.2338999509811401,1.2295955959431872
1.3382999897003174,1.3260626716200754
1.2700999975204468,1.2468906989568358
1.3030999898910522,1.2990839370181868
1.3123600482940674,1.3087974970621512
1.1794999837875366,1.1723531079594136
1.3050899505615234,1.2926823408299193
1.2070200443267822,1.210144549715882
1.0672999620437622,1.05987286568126
1.0406500101089478,1.0277806480606049
1.1087199449539185,1.1015817095967508
1.4251999855041504,1.405584495290732
1.3735400438308716,1.3687505091467007
0.9898999929428101,0.9904461192930396
1.2894999980926514,1.2701105549954652
1.359779953956604,1.342619768830761
1.1261999607086182,1.1271322678712514
1.3701000213623047,1.3664380844169843
1.0163700580596924,1.0164739666171478
1.3186899423599243,1.3088137698687072
1.2414599657058716,1.2368394630542106
1.333400011062622,1.3274634801494736
1.220139980316162,1.2253811705292097
1.3752100467681885,1.366253578198826
1.3461999893188477,1.339817552286251
1.1684000492095947,1.165818254529523
1.3786499500274658,1.3787307140592757
1.2737699747085571,1.273337380665782
1.0051000118255615,1.0059537670020455
1.0013500452041626,0.9991294894322181
1.2506799697875977,1.2485312189474258
1.0161000490188599,1.0097023804520202
1.2581000328063965,1.2537902449891234
1.3521900177001953,1.3459486892832044
1.3316999673843384,1.3261605549386066
1.112779974937439,1.102850388283645
1.2720999717712402,1.231015748923767
1.3144999742507935,1.312226589505799
1.2704800367355347,1.2658497440566716
1.110200047492981,1.1091399242894557
0.9894099831581116,0.9850358646650584
0.9738799929618835,0.9676926500771664
1.3603500127792358,1.3560573582648936
1.055799961090088,1.0431400796141608
1.0318000316619873,1.0312337368888898
1.3142000436782837,1.3140701690448053
1.0983999967575073,1.0856170232635205
1.3502000570297241,1.343611609753753
1.0180000066757202,1.0193843636287139
1.308419942855835,1.3040961225403174
1.0331900119781494,1.0295195569938944
1.1497999429702759,1.1441027406357824
1.1253999471664429,1.1186640920115465
1.1196999549865723,1.1156922272698768
1.0898000001907349,1.0850428403633818
1.2878999710083008,1.2821271249498347
0.9976999759674072,0.9938736464767083
0.9837999939918518,0.9886917376002119
1.3552000522613525,1.3525247324018403
1.1812000274658203,1.1720285564097777
1.2968900203704834,1.2929581572891404
1.3476999998092651,1.3431580225539046
1.2482999563217163,1.2228438006280364
1.2832000255584717,1.2753180975443112
1.330299973487854,1.3257578967442427
1.0372999906539917,1.0283215781792012
1.1053999662399292,1.0995666134340574
1.1897000074386597,1.1866989293639087
1.0252000093460083,1.0208490158257806
1.2462999820709229,1.2412898815179485
